617.553, 208.175, 0.907041, 617.601, 272.806, 0.94189, 570.667, 272.822, 0.882131, 556.945, 351.184, 0.882697, 562.747, 425.582, 0.801249, 664.537, 272.793, 0.878237, 678.323, 351.102, 0.817013, 676.393, 417.82, 0.82237, 617.689, 398.188, 0.745813, 588.321, 398.208, 0.702813, 594.094, 521.576, 0.742683, 598.02, 615.702, 0.830837, 647.034, 398.165, 0.709931, 645.07, 519.694, 0.750046, 637.199, 617.555, 0.850245, 605.849, 196.491, 0.916068, 625.474, 196.507, 0.867915, 592.213, 208.205, 0.847251, 637.245, 210.09, 0.910437, 645.083, 639.209, 0.832918, 654.824, 635.326, 0.826599, 633.267, 623.472, 0.773264, 596.046, 639.213, 0.813603, 584.333, 637.191, 0.866259, 601.954, 621.568, 0.809261
617.551, 208.178, 0.907193, 617.618, 272.801, 0.944587, 570.676, 272.823, 0.882636, 556.944, 351.188, 0.882519, 562.754, 425.596, 0.802972, 664.562, 272.777, 0.880981, 678.324, 351.09, 0.81401, 676.394, 417.805, 0.823081, 617.689, 398.206, 0.740558, 588.316, 398.224, 0.701515, 594.101, 521.593, 0.750975, 598.024, 615.701, 0.830645, 647.041, 398.179, 0.708115, 646.936, 521.61, 0.760744, 637.205, 617.545, 0.849464, 605.848, 196.493, 0.916534, 625.472, 196.505, 0.868705, 592.208, 208.196, 0.846895, 637.241, 210.08, 0.907023, 646.957, 639.183, 0.833362, 654.847, 635.308, 0.824269, 633.268, 621.619, 0.775392, 596.045, 639.21, 0.813987, 584.333, 637.19, 0.864531, 601.96, 621.565, 0.81533
617.552, 208.176, 0.905566, 617.634, 272.794, 0.94575, 570.685, 272.818, 0.880866, 556.952, 351.174, 0.876458, 562.747, 423.683, 0.80101, 664.59, 272.766, 0.88305, 678.317, 349.24, 0.811314, 676.418, 417.788, 0.828682, 617.677, 398.203, 0.745778, 588.308, 398.22, 0.705215, 594.102, 519.697, 0.745818, 598.024, 617.527, 0.834861, 647.023, 398.177, 0.709024, 646.958, 519.68, 0.750758, 637.2, 615.7, 0.851447, 605.848, 196.491, 0.916984, 625.474, 196.501, 0.868156, 592.209, 208.19, 0.844149, 637.258, 210.075, 0.902041, 645.061, 639.184, 0.836277, 652.962, 635.306, 0.833504, 633.275, 621.57, 0.791124, 594.153, 639.198, 0.812824, 584.33, 637.18, 0.864587, 601.966, 621.563, 0.82523
617.571, 208.194, 0.911901, 617.654, 272.783, 0.948541, 572.494, 272.832, 0.880201, 556.943, 351.175, 0.880602, 562.749, 423.682, 0.802859, 664.599, 272.735, 0.881008, 678.304, 349.21, 0.798837, 676.42, 417.784, 0.826381, 619.498, 398.198, 0.738785, 588.34, 398.213, 0.694462, 592.205, 521.586, 0.75186, 598.028, 617.539, 0.838221, 648.882, 398.172, 0.717103, 646.993, 519.675, 0.756933, 637.209, 615.653, 0.840384, 605.865, 196.498, 0.913273, 625.497, 196.51, 0.86574, 592.209, 208.191, 0.84538, 637.267, 210.076, 0.899259, 645.047, 639.164, 0.843857, 652.958, 635.293, 0.845469, 633.275, 621.529, 0.786396, 596.04, 639.195, 0.811693, 584.331, 637.181, 0.86288, 601.984, 621.576, 0.830102
617.575, 210.014, 0.915432, 617.664, 272.776, 0.947429, 572.486, 272.823, 0.879217, 556.955, 351.148, 0.873477, 562.743, 423.697, 0.805741, 664.614, 272.735, 0.884798, 678.325, 349.224, 0.807861, 676.425, 417.777, 0.828339, 619.517, 398.192, 0.730809, 590.171, 398.21, 0.686088, 592.194, 521.62, 0.764486, 598.02, 615.689, 0.830688, 648.895, 398.163, 0.711956, 647.012, 519.652, 0.761787, 637.205, 615.636, 0.839696, 605.87, 196.507, 0.911143, 627.382, 196.519, 0.863307, 594.097, 208.177, 0.842714, 637.276, 210.069, 0.895773, 645.069, 639.179, 0.848371, 652.968, 635.295, 0.845395, 633.266, 619.694, 0.790119, 594.144, 639.189, 0.815894, 584.321, 635.37, 0.864652, 601.982, 621.539, 0.834473
617.568, 210.023, 0.918175, 617.686, 272.752, 0.946419, 572.491, 272.812, 0.878955, 556.963, 351.121, 0.87086, 560.862, 421.733, 0.804756, 664.651, 270.892, 0.882101, 678.348, 349.172, 0.801318, 678.278, 417.765, 0.836475, 619.54, 398.184, 0.728912, 590.188, 398.201, 0.684087, 592.194, 521.566, 0.754745, 598.012, 615.678, 0.829238, 648.92, 398.152, 0.717771, 647.007, 517.676, 0.760967, 637.225, 615.604, 0.827219, 605.87, 196.518, 0.909637, 625.494, 196.527, 0.861189, 594.112, 208.186, 0.844473, 637.267, 210.074, 0.901112, 645.063, 639.18, 0.84717, 652.96, 635.296, 0.843709, 633.283, 619.659, 0.798819, 594.129, 639.191, 0.813348, 584.309, 635.368, 0.858336, 601.981, 621.526, 0.836128
617.572, 210.033, 0.920122, 617.708, 272.735, 0.942639, 572.507, 272.794, 0.879128, 556.973, 351.111, 0.869382, 562.738, 419.784, 0.80361, 664.663, 270.874, 0.880603, 678.343, 349.154, 0.796716, 678.307, 417.779, 0.846036, 619.535, 398.19, 0.730423, 590.182, 398.22, 0.683527, 592.159, 521.611, 0.763896, 598.009, 615.677, 0.826776, 648.915, 398.146, 0.716049, 647.024, 517.731, 0.766893, 637.224, 615.605, 0.819878, 605.872, 196.523, 0.908875, 627.381, 198.331, 0.858508, 594.126, 208.176, 0.839649, 637.295, 210.063, 0.893592, 645.017, 639.143, 0.84274, 652.946, 635.27, 0.852546, 633.27, 619.66, 0.769867, 594.107, 639.204, 0.812144, 584.288, 635.371, 0.854134, 601.987, 621.528, 0.833653
617.578, 210.031, 0.919792, 619.503, 272.733, 0.940999, 572.512, 272.796, 0.878914, 556.976, 351.107, 0.866874, 562.737, 421.696, 0.802432, 664.68, 270.879, 0.88189, 678.365, 347.268, 0.79356, 678.354, 417.775, 0.858549, 619.571, 398.205, 0.729598, 590.219, 398.246, 0.679485, 594.096, 521.574, 0.753104, 598.022, 615.685, 0.831016, 648.951, 398.161, 0.724866, 647.015, 515.765, 0.765184, 637.211, 615.647, 0.822881, 605.882, 196.52, 0.907374, 627.389, 198.332, 0.857736, 594.153, 208.162, 0.834966, 639.142, 210.065, 0.892727, 641.152, 639.152, 0.828398, 652.882, 635.291, 0.85072, 633.268, 621.524, 0.746796, 594.102, 639.202, 0.811443, 584.293, 635.367, 0.857682, 601.991, 621.536, 0.837716
617.583, 210.028, 0.92109, 619.545, 272.742, 0.941988, 572.555, 272.814, 0.876701, 556.981, 351.107, 0.865604, 562.773, 419.803, 0.79893, 664.705, 270.881, 0.882012, 680.206, 347.258, 0.802372, 678.389, 417.782, 0.861172, 619.624, 398.162, 0.727053, 592.126, 398.186, 0.669089, 594.085, 521.591, 0.756482, 598.051, 615.695, 0.839865, 649.003, 396.272, 0.73296, 647.014, 515.758, 0.766543, 637.201, 615.608, 0.819995, 605.887, 196.519, 0.907762, 627.392, 196.534, 0.859115, 596.039, 208.158, 0.832328, 639.154, 210.059, 0.889971, 639.184, 639.203, 0.830501, 651.005, 635.317, 0.862761, 633.28, 619.644, 0.743185, 594.095, 639.217, 0.797372, 584.293, 635.367, 0.846179, 602.013, 621.536, 0.841891
617.587, 210.03, 0.922929, 619.582, 272.73, 0.936028, 572.603, 272.767, 0.867784, 558.815, 349.261, 0.852824, 562.741, 419.794, 0.800444, 666.527, 270.885, 0.881135, 680.199, 347.282, 0.804172, 680.202, 417.772, 0.869041, 619.6, 398.163, 0.727976, 590.247, 398.188, 0.675572, 594.091, 521.58, 0.752965, 598.061, 615.673, 0.83604, 648.986, 396.275, 0.729043, 646.971, 515.721, 0.755426, 637.191, 615.598, 0.821465, 605.888, 196.523, 0.90808, 627.397, 196.532, 0.862649, 596.055, 208.186, 0.835696, 639.169, 210.062, 0.887359, 639.156, 641.097, 0.83076, 650.994, 635.329, 0.86445, 633.273, 619.629, 0.748964, 594.095, 639.212, 0.795494, 584.29, 635.358, 0.843544, 602.019, 621.521, 0.840817
